Index,LocID,Location,ISO3_Code,LocType,LocTypeName,RegID,RegName,AreaID,AreaName,MoreDev,LessDev,LeastDev,oLessDev,WPPAIDS,HIVprev2011,HIVprev11_LT01,HIVprev11_0105,HIVprev11_0510,HIVprev11_1020,HIVprev11_GT20,MaxHIV,YearMaxHIV,LagYearMaxHIV,HIV2009_UNAIDS2010,HIV2009_UNAIDS2012,HIV2009_PercDiff,TotPop2013LessThan90k
38,266,Gabon,GAB,4,Country/Area,911,Middle Africa,903,Africa,0,1,0,1,1,5.22,0,0,1,0,0,5.52,2004,7,5.2,5.03,-3.269230769,0
39,678,Sao Tome and Principe,STP,4,Country/Area,911,Middle Africa,903,Africa,0,1,1,0,0,1.04,0,1,0,0,0,1.18,2004,7,,0.95328,,0
40,912,Northern Africa,,3,Region,912,Northern Africa,903,Africa,,,,,,,,,,,,,,,,,,
41,12,Algeria,DZA,4,Country/Area,912,Northern Africa,903,Africa,0,1,0,1,0,0.07324,1,0,0,0,0,0.08007,2011,0,0.1,0.08007,-19.93,0
42,818,Egypt,EGY,4,Country/Area,912,Northern Africa,903,Africa,0,1,0,1,0,0.1,1,0,0,0,0,0.1,2001,10,0.1,0.1,,0
43,434,Libya,LBY,4,Country/Area,912,Northern Africa,903,Africa,0,1,0,1,0,,,,,,,,,,,,,0
44,504,Morocco,MAR,4,Country/Area,912,Northern Africa,903,Africa,0,1,0,1,0,0.13879,1,0,0,0,0,0.15844,2011,0,0.1,0.15844,58.44,0
45,729,Sudan,SDN,4,Country/Area,912,Northern Africa,903,Africa,0,1,1,0,0,0.38543,1,0,0,0,0,0.61014,1997,14,,0.38443,,0
46,788,Tunisia,TUN,4,Country/Area,912,Northern Africa,903,Africa,0,1,0,1,0,0.1,1,0,0,0,0,0.1,2011,0,0.1,0.1,,0
47,732,Western Sahara,ESH,4,Country/Area,912,Northern Africa,903,Africa,0,1,0,1,0,,,,,,,,,,,,,0
48,913,Southern Africa,,3,Region,913,Southern Africa,903,Africa,,,,,,,,,,,,,,,,,,
49,72,Botswana,BWA,4,Country/Area,913,Southern Africa,903,Africa,0,1,0,1,1,24.07,0,0,0,0,1,27.02,2001,10,24.8,23.37,-5.766129032,0
50,426,Lesotho,LSO,4,Country/Area,913,Southern Africa,903,Africa,0,1,1,0,1,23.01,0,0,0,0,1,23.46,2001,10,23.6,23.32,-1.186440678,0
51,516,Namibia,NAM,4,Country/Area,913,Southern Africa,903,Africa,0,1,0,1,1,13.69,0,0,0,1,0,15.85,2002,9,13.1,13.43,2.519083969,0
52,710,South Africa,ZAF,4,Country/Area,913,Southern Africa,903,Africa,0,1,0,1,1,17.2,0,0,0,1,0,17.34,2011,0,17.8,17.34,-2.584269663,0
53,748,Swaziland,SWZ,4,Country/Area,913,Southern Africa,903,Africa,0,1,0,1,1,25.79,0,0,0,0,1,25.98,2011,0,25.9,25.98,0.308880309,0
54,914,Western Africa,,3,Region,914,Western Africa,903,Africa,,,,,,,,,,,,,,,,,,
55,204,Benin,BEN,4,Country/Area,914,Western Africa,903,Africa,0,1,1,0,1,1.22,0,1,0,0,0,3.78,1987,24,1.2,1.21,0.833333333,0
56,854,Burkina Faso,BFA,4,Country/Area,914,Western Africa,903,Africa,0,1,1,0,1,1.24,0,1,0,0,0,3.76,1989,22,1.2,1.13,-5.833333333,0
57,132,Cape Verde,CPV,4,Country/Area,914,Western Africa,903,Africa,0,1,0,1,0,0.98441,1,0,0,0,0,1,2003,8,,0.96844,,0
58,384,Côte d'Ivoire,CIV,4,Country/Area,914,Western Africa,903,Africa,0,1,0,1,1,3.39,0,1,0,0,0,7.29,1996,15,3.4,3.02,-11.17647059,0
59,270,Gambia,GMB,4,Country/Area,914,Western Africa,903,Africa,0,1,1,0,0,1.42,0,1,0,0,0,1.46,2011,0,2,1.46,-27,0
60,288,Ghana,GHA,4,Country/Area,914,Western Africa,903,Africa,0,1,0,1,1,1.61,0,1,0,0,0,2.2,2000,11,1.8,1.46,-18.88888889,0
61,324,Guinea,GIN,4,Country/Area,914,Western Africa,903,Africa,0,1,1,0,1,2.3,0,1,0,0,0,2.53,2011,0,1.3,2.53,94.61538462,0
62,624,Guinea-Bissau,GNB,4,Country/Area,914,Western Africa,903,Africa,0,1,1,0,0,1.44,0,1,0,0,0,1.55,2003,8,2.5,1.39,-44.4,0
63,430,Liberia,LBR,4,Country/Area,914,Western Africa,903,Africa,0,1,1,0,1,1.25,0,1,0,0,0,2.51,2000,11,1.5,0.98489,-34.34066667,0
64,466,Mali,MLI,4,Country/Area,914,Western Africa,903,Africa,0,1,1,0,0,1.17,0,1,0,0,0,1.71,1998,13,1,1.1,10,0
65,478,Mauritania,MRT,4,Country/Area,914,Western Africa,903,Africa,0,1,1,0,0,0.97184,1,0,0,0,0,1.14,2011,0,0.7,1.14,62.85714286,0
66,562,Niger,NER,4,Country/Area,914,Western Africa,903,Africa,0,1,1,0,0,0.82865,1,0,0,0,0,0.85439,2004,7,0.8,0.80903,1.12875,0
67,566,Nigeria,NGA,4,Country/Area,914,Western Africa,903,Africa,0,1,0,1,1,3.64,0,1,0,0,0,3.76,2002,9,3.6,3.69,2.5,0
68,654,Saint Helena,SHN,4,Country/Area,914,Western Africa,903,Africa,0,1,0,1,0,,,,,,,,,,,,,1
69,686,Senegal,SEN,4,Country/Area,914,Western Africa,903,Africa,0,1,1,0,0,0.67105,1,0,0,0,0,0.72703,2011,0,0.9,0.72703,-19.21888889,0
70,694,Sierra Leone,SLE,4,Country/Area,914,Western Africa,903,Africa,0,1,1,0,0,1.56,0,1,0,0,0,1.56,2008,3,1.6,1.55,-3.125,0
71,768,Togo,TGO,4,Country/Area,914,Western Africa,903,Africa,0,1,1,0,1,3.63,0,1,0,0,0,4.17,2003,8,3.2,3.41,6.5625,0
72,935,ASIA,,2,Major Area,935,Asia,900,World,,,,,,,,,,,,,,,,,,
73,906,Eastern Asia,,3,Region,906,Eastern Asia,935,Asia,,,,,,,,,,,,,,,,,,
74,156,China,CHN,4,Country/Area,906,Eastern Asia,935,Asia,0,1,0,1,0,0.08231,1,0,0,0,0,0.08709,2011,0,0.1,0.08709,-12.91,0
75,344,"China, Hong Kong SAR",HKG,4,Country/Area,906,Eastern Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
76,446,"China, Macao SAR",MAC,4,Country/Area,906,Eastern Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
77,408,Dem. People's Republic of Korea,PRK,4,Country/Area,906,Eastern Asia,935,Asia,0,1,0,1,0,0.1,1,0,0,0,0,0.1,2011,0,,0.1,,0
78,392,Japan,JPN,4,Country/Area,906,Eastern Asia,935,Asia,1,0,0,0,0,0.1,1,0,0,0,0,0.1,2011,0,0.1,0.1,,0
79,496,Mongolia,MNG,4,Country/Area,906,Eastern Asia,935,Asia,0,1,0,1,0,0.1,1,0,0,0,0,0.1,2011,0,0.1,0.1,,0
80,410,Republic of Korea,KOR,4,Country/Area,906,Eastern Asia,935,Asia,0,1,0,1,0,0.1,1,0,0,0,0,0.1,2011,0,0.1,0.1,,0
81,158,Other non-specified areas,TWN,4,Country/Area,906,Eastern Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
82,921,South-Central Asia,,3,Region,921,South-Central Asia,935,Asia,,,,,,,,,,,,,,,,,,
83,5500,Central Asia,,3,Region,921,South-Central Asia,935,Asia,,,,,,,,,,,,,,,,,,
84,398,Kazakhstan,KAZ,4,Country/Area,921,South-Central Asia,935,Asia,0,1,0,1,0,0.15449,1,0,0,0,0,0.17812,2011,0,0.1,0.17812,78.12,0
85,417,Kyrgyzstan,KGZ,4,Country/Area,921,South-Central Asia,935,Asia,0,1,0,1,0,0.23918,1,0,0,0,0,0.38192,2011,0,0.3,0.38192,27.30666667,0
86,762,Tajikistan,TJK,4,Country/Area,921,South-Central Asia,935,Asia,0,1,0,1,0,0.23735,1,0,0,0,0,0.26047,2011,0,0.2,0.26047,30.235,0
87,795,Turkmenistan,TKM,4,Country/Area,921,South-Central Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
88,860,Uzbekistan,UZB,4,Country/Area,921,South-Central Asia,935,Asia,0,1,0,1,0,0.40319,1,0,0,0,0,0.48705,2011,0,0.1,0.48705,387.05,0
89,5501,Southern Asia,,3,Region,921,South-Central Asia,935,Asia,,,,,,,,,,,,,,,,,,
90,4,Afghanistan,AFG,4,Country/Area,921,South-Central Asia,935,Asia,0,1,1,0,0,0.1,1,0,0,0,0,0.1,2011,0,,0.1,,0
91,50,Bangladesh,BGD,4,Country/Area,921,South-Central Asia,935,Asia,0,1,1,0,0,0.1,1,0,0,0,0,0.1,2011,0,0.1,0.1,,0
92,64,Bhutan,BTN,4,Country/Area,921,South-Central Asia,935,Asia,0,1,1,0,0,0.21362,1,0,0,0,0,0.30047,2011,0,0.2,0.30047,50.235,0
93,356,India,IND,4,Country/Area,921,South-Central Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
94,364,Iran (Islamic Republic of),IRN,4,Country/Area,921,South-Central Asia,935,Asia,0,1,0,1,0,0.16591,1,0,0,0,0,0.17618,2011,0,0.2,0.17618,-11.91,0
95,462,Maldives,MDV,4,Country/Area,921,South-Central Asia,935,Asia,0,1,0,1,0,0.1,1,0,0,0,0,0.1,1995,16,0.1,0.1,,0
96,524,Nepal,NPL,4,Country/Area,921,South-Central Asia,935,Asia,0,1,1,0,0,0.36897,1,0,0,0,0,0.47232,2005,6,0.4,0.30391,-24.0225,0
97,586,Pakistan,PAK,4,Country/Area,921,South-Central Asia,935,Asia,0,1,0,1,0,0.08239,1,0,0,0,0,0.12337,2011,0,0.1,0.12337,23.37,0
98,144,Sri Lanka,LKA,4,Country/Area,921,South-Central Asia,935,Asia,0,1,0,1,0,0.1,1,0,0,0,0,0.1,2011,0,0.1,0.1,,0
99,920,South-Eastern Asia,,3,Region,920,South-Eastern Asia,935,Asia,,,,,,,,,,,,,,,,,,
100,96,Brunei Darussalam,BRN,4,Country/Area,920,South-Eastern Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
101,116,Cambodia,KHM,4,Country/Area,920,South-Eastern Asia,935,Asia,0,1,1,0,0,0.64893,1,0,0,0,0,1.36,1997,14,0.5,0.59418,18.836,0
102,360,Indonesia,IDN,4,Country/Area,920,South-Eastern Asia,935,Asia,0,1,0,1,0,0.21433,1,0,0,0,0,0.26442,2011,0,0.2,0.26442,32.21,0
103,418,Lao People's Democratic Republic,LAO,4,Country/Area,920,South-Eastern Asia,935,Asia,0,1,1,0,0,0.23876,1,0,0,0,0,0.26453,2011,0,0.2,0.26453,32.265,0
104,458,Malaysia,MYS,4,Country/Area,920,South-Eastern Asia,935,Asia,0,1,0,1,0,0.42804,1,0,0,0,0,0.42804,2009,2,0.5,0.41508,-16.984,0
105,104,Myanmar,MMR,4,Country/Area,920,South-Eastern Asia,935,Asia,0,1,1,0,0,0.69913,1,0,0,0,0,0.81506,2004,7,0.6,0.62975,4.958333333,0
106,608,Philippines,PHL,4,Country/Area,920,South-Eastern Asia,935,Asia,0,1,0,1,0,0.1,1,0,0,0,0,0.1,2011,0,0.1,0.1,,0
107,702,Singapore,SGP,4,Country/Area,920,South-Eastern Asia,935,Asia,0,1,0,1,0,0.10623,1,0,0,0,0,0.10831,2000,11,0.1,0.10663,6.63,0
108,764,Thailand,THA,4,Country/Area,920,South-Eastern Asia,935,Asia,0,1,0,1,1,1.29,0,1,0,0,0,2.11,1995,16,1.3,1.2,-7.692307692,0
109,626,Timor-Leste,TLS,4,Country/Area,920,South-Eastern Asia,935,Asia,0,1,1,0,0,,,,,,,,,,,,,0
110,704,Viet Nam,VNM,4,Country/Area,920,South-Eastern Asia,935,Asia,0,1,0,1,0,0.44363,1,0,0,0,0,0.46032,2011,0,0.4,0.46032,15.08,0
111,922,Western Asia,,3,Region,922,Western Asia,935,Asia,,,,,,,,,,,,,,,,,,
112,51,Armenia,ARM,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,0.20741,1,0,0,0,0,0.22129,2004,7,0.1,0.21238,112.38,0
113,31,Azerbaijan,AZE,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,0.10029,1,0,0,0,0,0.1113,2011,0,0.1,0.1113,11.3,0
114,48,Bahrain,BHR,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
115,196,Cyprus,CYP,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
116,268,Georgia,GEO,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,0.15242,1,0,0,0,0,0.20636,2011,0,0.1,0.20636,106.36,0
117,368,Iraq,IRQ,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
118,376,Israel,ISR,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,0.1849,1,0,0,0,0,0.18545,2008,3,0.2,0.18254,-8.73,0
119,400,Jordan,JOR,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
120,414,Kuwait,KWT,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
121,422,Lebanon,LBN,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,0.09422,1,0,0,0,0,0.09942,2011,0,0.1,0.09942,-0.58,0
122,512,Oman,OMN,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,0.13713,1,0,0,0,0,0.16743,2011,0,0.1,0.16743,67.43,0
123,634,Qatar,QAT,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
124,682,Saudi Arabia,SAU,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
125,275,State of Palestine,PSE,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
126,760,Syrian Arab Republic,SYR,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
127,792,Turkey,TUR,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,0.1,1,0,0,0,0,0.1,2011,0,0.1,0.1,,0
128,784,United Arab Emirates,ARE,4,Country/Area,922,Western Asia,935,Asia,0,1,0,1,0,,,,,,,,,,,,,0
129,887,Yemen,YEM,4,Country/Area,922,Western Asia,935,Asia,0,1,1,0,0,0.15419,1,0,0,0,0,0.15474,2011,0,,0.15474,,0
130,908,EUROPE,,2,Major Area,908,Europe,900,World,,,,,,,,,,,,,,,,,,
131,923,Eastern Europe,,3,Region,923,Eastern Europe,908,Europe,,,,,,,,,,,,,,,,,,
132,112,Belarus,BLR,4,Country/Area,923,Eastern Europe,908,Europe,1,0,0,0,0,0.3406,1,0,0,0,0,0.37537,2011,0,0.3,0.37537,25.12333333,0
133,100,Bulgaria,BGR,4,Country/Area,923,Eastern Europe,908,Europe,1,0,0,0,0,0.09185,1,0,0,0,0,0.09989,2011,0,0.1,0.09989,-0.11,0
134,203,Czech Republic,CZE,4,Country/Area,923,Eastern Europe,908,Europe,1,0,0,0,0,0.1,1,0,0,0,0,0.1,2011,0,0.1,0.1,,0
135,348,Hungary,HUN,4,Country/Area,923,Eastern Europe,908,Europe,1,0,0,0,0,0.06638,1,0,0,0,0,0.11008,1986,25,0.1,0.07,40,0
136,616,Poland,POL,4,Country/Area,923,Eastern Europe,908,Europe,1,0,0,0,0,0.13785,1,0,0,0,0,0.14456,2011,0,0.1,0.14456,44.56,0
137,498,Republic of Moldova,MDA,4,Country/Area,923,Eastern Europe,908,Europe,1,0,0,0,0,0.477452584,1,0,0,0,0,0.536100723,2011,0,0.4,0.536100723,34.02518084,0
138,642,Romania,ROU,4,Country/Area,923,Eastern Europe,908,Europe,1,0,0,0,0,0.11463,1,0,0,0,0,0.124,2003,8,0.1,0.109,9,0
139,643,Russian Federation,RUS,4,Country/Area,923,Eastern Europe,908,Europe,1,0,0,0,0,0.98471,1,0,0,0,0,1.11,2011,0,1,1.11,11,0
140,703,Slovakia,SVK,4,Country/Area,923,Eastern Europe,908,Europe,1,0,0,0,0,0.1,1,0,0,0,0,0.1,2011,0,0.1,0.1,,0
141,804,Ukraine,UKR,4,Country/Area,923,Eastern Europe,908,Europe,1,0,0,0,0,0.90284,1,0,0,0,0,1.04,2007,4,1.1,0.75957,-30.94818182,0
142,924,Northern Europe,,3,Region,924,Northern Europe,908,Europe,,,,,,,,,,,,,,,,,,
143,830,Channel Islands,CHI,4,Country/Area,924,Northern Europe,908,Europe,1,0,0,0,0,,,,,,,,,,,,,0
144,208,Denmark,DNK,4,Country/Area,924,Northern Europe,908,Europe,1,0,0,0,0,0.18361,1,0,0,0,0,0.1943,2011,0,0.2,0.1943,-2.85,0
145,233,Estonia,EST,4,Country/Area,924,Northern Europe,908,Europe,1,0,0,0,0,1.23,0,1,0,0,0,1.27,2011,0,1.2,1.27,5.833333333,0
146,234,Faeroe Islands,FRO,4,Country/Area,924,Northern Europe,908,Europe,1,0,0,0,0,,,,,,,,,,,,,1
147,246,Finland,FIN,4,Country/Area,924,Northern Europe,908,Europe,1,0,0,0,0,0.09211,1,0,0,0,0,0.09776,2011,0,0.1,0.09776,-2.24,0
148,352,Iceland,ISL,4,Country/Area,924,Northern Europe,908,Europe,1,0,0,0,0,0.26116,1,0,0,0,0,0.2675,2011,0,0.3,0.2675,-10.83333333,0
149,372,Ireland,IRL,4,Country/Area,924,Northern Europe,908,Europe,1,0,0,0,0,0.28125,1,0,0,0,0,0.29192,2011,0,0.2,0.29192,45.96,0
150,833,Isle of Man,IMN,4,Country/Area,924,Northern Europe,908,Europe,1,0,0,0,0,,,,,,,,,,,,,1
151,428,Latvia,LVA,4,Country/Area,924,Northern Europe,908,Europe,1,0,0,0,0,0.71716,1,0,0,0,0,0.7354,2011,0,0.7,0.7354,5.057142857,0
152,440,Lithuania,LTU,4,Country/Area,924,Northern Europe,908,Europe,1,0,0,0,0,0.06781,1,0,0,0,0,0.07,2011,0,0.1,0.07,-30,0
153,578,Norway,NOR,4,Country/Area,924,Northern Europe,908,Europe,1,0,0,0,0,0.14837,1,0,0,0,0,0.14896,2011,0,0.1,0.14896,48.96,0
154,752,Sweden,SWE,4,Country/Area,924,Northern Europe,908,Europe,1,0,0,0,0,0.1607,1,0,0,0,0,0.16299,2005,6,0.1,0.15958,59.58,0
155,826,United Kingdom,GBR,4,Country/Area,924,Northern Europe,908,Europe,1,0,0,0,0,0.25535,1,0,0,0,0,0.25824,2011,0,0.2,0.25824,29.12,0
156,925,Southern Europe,,3,Region,925,Southern Europe,908,Europe,,,,,,,,,,,,,,,,,,
157,8,Albania,ALB,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,,,,,,,,,,,,,0
158,20,Andorra,AND,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,,,,,,,,,,,,,1
159,70,Bosnia and Herzegovina,BIH,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,,,,,,,,,,,,,0
160,191,Croatia,HRV,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,0.1,1,0,0,0,0,0.1,2011,0,0.1,0.1,,0
161,292,Gibraltar,GIB,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,,,,,,,,,,,,,1
162,300,Greece,GRC,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,0.16905,1,0,0,0,0,0.17497,2011,0,0.1,0.17497,74.97,0
163,336,Holy See,VAT,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,,,,,,,,,,,,,1
164,380,Italy,ITA,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,0.38964,1,0,0,0,0,0.41194,2001,10,0.3,0.3794,26.46666667,0
165,470,Malta,MLT,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,0.09985,1,0,0,0,0,0.10111,2011,0,0.1,0.10111,1.11,0
166,499,Montenegro,MNE,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,,,,,,,,,,,,,0
167,620,Portugal,PRT,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,0.70735,1,0,0,0,0,0.72591,2011,0,0.6,0.72591,20.985,0
168,674,San Marino,SMR,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,,,,,,,,,,,,,1
169,688,Serbia,SRB,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,0.0575,1,0,0,0,0,0.0973,1989,22,0.1,0.05956,-40.44,0
170,705,Slovenia,SVN,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,0.1,1,0,0,0,0,0.1,2011,0,0.1,0.1,,0
171,724,Spain,ESP,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,0.43172,1,0,0,0,0,0.49289,1998,13,0.4,0.42769,6.9225,0
172,807,TFYR Macedonia,MKD,4,Country/Area,925,Southern Europe,908,Europe,1,0,0,0,0,,,,,,,,,,,,,0
173,926,Western Europe,,3,Region,926,Western Europe,908,Europe,,,,,,,,,,,,,,,,,,
174,40,Austria,AUT,4,Country/Area,926,Western Europe,908,Europe,1,0,0,0,0,0.33791,1,0,0,0,0,0.39128,2011,0,0.3,0.39128,30.42666667,0
175,56,Belgium,BEL,4,Country/Area,926,Western Europe,908,Europe,1,0,0,0,0,0.30896,1,0,0,0,0,0.34657,2011,0,0.2,0.34657,73.285,0
176,250,France,FRA,4,Country/Area,926,Western Europe,908,Europe,1,0,0,0,0,0.38123,1,0,0,0,0,0.38785,2011,0,0.4,0.38785,-3.0375,0
177,276,Germany,DEU,4,Country/Area,926,Western Europe,908,Europe,1,0,0,0,0,0.14148,1,0,0,0,0,0.15112,2011,0,0.1,0.15112,51.12,0
